Frequency (Hz)	Level (dB)
617.431641	-72.969276
618.164062	-72.086220
618.896484	-72.724403
619.628906	-72.703079
620.361328	-72.526352
621.093750	-72.193985
621.826172	-71.825180
622.558594	-74.087280
623.291016	-73.766212
624.023438	-73.277367
624.755859	-72.647102
625.488281	-73.902664
626.220703	-73.612556
626.953125	-72.457001
627.685547	-73.076607
628.417969	-73.390862
629.150391	-74.020538
629.882812	-74.056969
630.615234	-73.882225
631.347656	-73.296730
632.080078	-73.146515
632.812500	-74.163399
633.544922	-73.972214
634.277344	-74.462074
635.009766	-74.370453
635.742188	-74.001007
636.474609	-72.627502
637.207031	-75.273636
637.939453	-76.173050
638.671875	-74.621964
639.404297	-74.440941
640.136719	-76.615784
640.869141	-76.335510
641.601562	-75.320961
642.333984	-73.091042
643.066406	-74.051582
643.798828	-74.427765
644.531250	-73.432755
645.263672	-76.523384
645.996094	-74.474785
646.728516	-74.888306
647.460938	-75.665451
648.193359	-75.185326
648.925781	-75.737076
649.658203	-73.937889
650.390625	-73.887894
651.123047	-75.189308
651.855469	-73.544846
652.587891	-75.108688
653.320312	-74.792458
654.052734	-74.354797
654.785156	-75.841522
655.517578	-74.634392
656.250000	-73.726799
656.982422	-75.727859
657.714844	-74.714073
658.447266	-75.281204
659.179688	-76.135948
659.912109	-74.582764
660.644531	-74.442856
661.376953	-73.805099
662.109375	-74.605125
662.841797	-75.065659
663.574219	-75.810249
664.306641	-75.299210
665.039062	-74.527008
665.771484	-75.286865
666.503906	-74.816277
667.236328	-76.705811
667.968750	-73.516464
668.701172	-76.575943
669.433594	-74.978325
670.166016	-74.666763
670.898438	-76.107346
671.630859	-74.875305
672.363281	-76.153404
673.095703	-75.114555
673.828125	-74.138123
674.560547	-74.563980
675.292969	-74.341194
676.025391	-75.303123
676.757812	-74.107742
677.490234	-74.792114
678.222656	-75.897560
678.955078	-75.878960
679.687500	-77.174255
680.419922	-75.799889
681.152344	-74.929146
681.884766	-74.747612
682.617188	-75.874847
683.349609	-76.762733
684.082031	-76.466415
684.814453	-75.838638
685.546875	-75.155487
686.279297	-75.422958
687.011719	-75.904526
687.744141	-76.478905
688.476562	-74.879562
689.208984	-74.915230
689.941406	-76.253250
690.673828	-77.214928
691.406250	-76.254929
692.138672	-76.625977
692.871094	-75.077103
